proj_id,regis_id,proj_name_th,proj_name_en,proj_abbr_name,fund_status,unique_id,Firm Name,permit_us_investment,AIMC Category,type,last_upd_date,asset_lv3_name,asset_lv3_code,asset_lv2_name,asset_lv2_code,asset_lv1_name,asset_lv1_code,status
M0132_2556,MF0670_2556,กองทุนเปิดเอ็มเอฟซี อินเตอร์เนชั่นแนล สมาร์ท ฟันด์,MFC International Smart,I-SMART,RG,C0000000023,MFC Asset Management PLC,N,Global Bond Fully F/X Hedge,Other,2018-12-17T05:05:56,Global Bond Fully F/X Hedge,FIXGLH,พันธบัตรต่างประเทศ,BONDINT,พันธบัตร,BOND-TH,avaliable
M0466_2558,MF0065_2560,กองทุนเปิดเอ็มเอฟซี อินเตอร์เนชั่นแนล ยู เอส ทริกเกอร์ ซีรี่ส์ 1,MFC International US Trigger Series 1,I-USS1,RG,C0000000023,MFC Asset Management PLC,Y,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0259_2551,216_2551,กองทุนเปิดบัวหลวงโครงสร้างพื้นฐานเพื่อการเลี้ยงชีพ,Bualuang Infrastructure RMF,IN-RMF,RG,C0000000329,"BBL Asset Management Co., Ltd.",Y,Equity General,RMF,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M1153_2557,MF0059_2558,กองทุนรวมโครงสร้างพื้นฐานบรอดแบนด์อินเทอร์เน็ต จัสมิน,Jasmine Broadband Int Infrastructure,JASIF,RG,C0000000329,"BBL Asset Management Co., Ltd.",-,Thai Mixed (between free and lease hold),Other,2018-12-17T05:05:56,Thai Mixed (between free and lease hold),PRMIX,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,avaliable
M0470_2547,063_2547,กองทุนเปิด JUMBO 25,JUMBO 25,JB25,RG,C0000000182,TMB Asset Management Co. Ltd,N,Equity Large Cap,Other,2018-12-17T05:05:56,Equity Large Cap,EQLARGE,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0715_2547,088_2547,กองทุนเปิด JUMBO 25 ปันผล หุ้นระยะยาว,JUMBO 25 Dividend Long Term Equity,JB25 LTF,RG,C0000000182,TMB Asset Management Co. Ltd,N,Equity Large Cap,LTF,2018-12-17T05:05:56,Equity Large Cap,EQLARGE,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0872_2547,102_2547,กองทุนเปิด JUMBO 25 เพื่อการเลี้ยงชีพ,JUMBO 25 RMF,JB25RMF,RG,C0000000182,TMB Asset Management Co. Ltd,N,Equity Large Cap,RMF,2018-12-17T05:05:56,Equity Large Cap,EQLARGE,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0638_2547,089_2547,กองทุนเปิด JUMBO PLUS ปันผล หุ้นระยะยาว,JUMBO PLUS Dividend Long Term Equity,JBP LTF,RG,C0000000182,TMB Asset Management Co. Ltd,N,Equity General,LTF,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0983_2556,MF0181_2557,กองทุนเปิด เจแปน สมอล แอนด์ มิด แคป ฟันด์,Japan Small and Mid Cap,JSM,RG,C0000000623,"UOB Asset Management (Thailand) Co., Ltd",-,Japan Equity,Other,2018-12-17T05:05:56,Japan Equity,EQJP,ตราสารทุนญี่ปุ่น,EQJP,ตลาดพัฒนาแล้ว,EQDEL,avaliable
M0208_2550,142_2550,กองทุนเปิดเค ไลฟ์สไตล์ 2500,K Lifestyle 2500,K-2500,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Conservative Allocation,Other,2018-12-17T05:05:56,Conservative Allocation,,,,,,unavailable
M0209_2550,143_2550,กองทุนเปิดเค ไลฟ์สไตล์ 2510,K Lifestyle 2510,K-2510,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Conservative Allocation,Other,2018-12-17T05:05:56,Conservative Allocation,,,,,,unavailable
M0210_2550,144_2550,กองทุนเปิดเค ไลฟ์สไตล์ 2520,K Lifestyle 2520,K-2520,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Moderate Allocation,Other,2018-12-17T05:05:56,Moderate Allocation,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0211_2550,145_2550,กองทุนเปิดเค ไลฟ์สไตล์ 2530,K Lifestyle 2530,K-2530,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Moderate Allocation,Other,2018-12-17T05:05:56,Moderate Allocation,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0430_2558,MF0068_2559,กองทุนเปิดเค อาเซียน อีโคโนมิค คอมมูนิตี้ หุ้นทุน,K ASEAN Economic Community Equity,K-AEC,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,ASEAN Equity,Other,2018-12-17T05:05:56,ASEAN Equity,EQASEAN,ตราสารทุนอาเซียน,EQASEAN,ตราสารทุนตลาดเกิดใหม่,EQEM,avaliable
M0402_2559,MF0141_2560,กองทุนเปิดเค ตราสารหนี้เอเชีย,K Asia Fixed Income,K-AFIXED,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Long Term General Bond,Other,2018-12-17T05:05:56,Long Term General Bond,FIXLONGGEN,พันธบัตรไทย,BONDTH,พันธบัตร,BOND-TH,avaliable
M0393_2551,301_2551,กองทุนเปิดเค อะกริคัลเจอร์,K Agriculture,K-AGRI,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Commodities Agriculture,Other,2018-12-17T05:05:56,Commodities Agriculture,,พันธบัตรต่างประเทศ,BONDINT,พันธบัตร,BOND-TH,unvaliable
M0588_2560,MF0496_2560,กองทุนเปิดเค เอเชีย แปซิฟิก บอนด์,K Asia Pacific Bond,K-APB,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Emerging Market Bond Discretionary F/X Hedge or Unhedge,Other,2018-12-17T05:05:56,Emerging Market Bond Discretionary F/X Hedge or Unhedge,FIXEMDISC,พันธบัตรต่างประเทศ,BONDINT,พันธบัตร,BOND-TH,avaliable
M0474_2560,MF0421_2560,กองทุนเปิดเค อิควิตี้แอบโซลูทรีเทิร์น ห้ามขายผู้ลงทุนรายย่อย,K Equity Absolute Return NFRI,K-ART,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,US Equity,Other,2018-12-17T05:05:56,US Equity,EQUS,ตราสารทุนสหรัฐฯ,EQUS,ตลาดพัฒนาแล้ว,EQDEL,avaliable
M0208_2556,MF0697_2556,กองทุนเปิดเค เอเชียน สมอลเลอร์ หุ้นทุน,K Asian Smaller Companies Equity,K-ASIA,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Asia Pacific Ex Japan,Other,2018-12-17T05:05:56,Asia Pacific Ex Japan,EQASxJP,ตราสารทุนเอเชีย(ไม่รวมญี่ปุ่น),EQASxJP,ตราสารทุนตลาดเกิดใหม่,EQEM,avaliable
M0373_2558,MF0476_2558,กองทุนเปิดเค ดัชนีหุ้นธุรกิจธนาคาร,K Banking Sector Index,K-BANKING,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0705_2548,203_2548,กองทุนเปิดเค บริหารเงิน,K Cash Management,K-CASH,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Money Market General,Other,2018-12-17T05:05:56,Money Market General,FIXMMGEN,ตลาดเงิน,CASHTH,ตลาดเงิน,CASH-TH,avaliable
M0154_2541,039_2542,กองทุนเปิดเค หุ้นกู้,K Corporate Bond,K-CBOND,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Mid Term General Bond,Other,2018-12-17T05:05:56,Mid Term General Bond,FIXMIDGEN,พันธบัตรไทย,BONDTH,พันธบัตร,BOND-TH,avaliable
M0579_2552,519_2552,กองทุนเปิดเค ไชน่า หุ้นทุน,K China Equity,K-CHINA,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Greater China Equity,Other,2018-12-17T05:05:56,Greater China Equity,EQCH,ตราสารทุนจีน,EQCHINA,ตราสารทุนตลาดเกิดใหม่,EQEM,avaliable
M1261_2557,MF0464_2558,กองทุนเปิดเค ดัชนีหุ้นจีน,K Chinese Equity Index,K-CHX,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Greater China Equity,Other,2018-12-17T05:05:56,Greater China Equity,EQCH,ตราสารทุนจีน,EQCHINA,ตราสารทุนตลาดเกิดใหม่,EQEM,avaliable
M0140_2558,MF0292_2558,กองทุนเปิดเค ดัชนีหุ้นธุรกิจพลังงาน,K Energy Sector Index,K-ENERGY,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Energy,Other,2018-12-17T05:05:56,Energy,,,,,,unavailable
M0027_2535,002_2535,กองทุนเปิดเค หุ้นทุน,K Equity,K-EQUITY,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Equity General,Other,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0327_2556,MF0515_2556,กองทุนเปิดเค ยูโรเปียน หุ้นทุน,K European Equity,K-EUROPE,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,European Equity,Other,2018-12-17T05:05:56,European Equity,EQEU,ตราสารทุนยุโรป,EQEU,ตลาดพัฒนาแล้ว,EQDEL,avaliable
M0505_2558,MF0575_2558,กองทุนเปิดเค ยูโรเปียน ซิลเวอร์เอจ หุ้นทุน,K European Silver Age Equity,K-EUSAGE,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,European Equity,Other,2018-12-17T05:05:56,European Equity,EQEU,ตราสารทุนยุโรป,EQEU,ตลาดพัฒนาแล้ว,EQDEL,avaliable
M0045_2561,MF0073_2561,กองทุนเปิดเค ยูโรเปียน Small Cap หุ้นทุน,K European Small Cap Equity,K-EUSMALL,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,European Equity,Other,2018-12-17T05:05:56,European Equity,EQEU,ตราสารทุนยุโรป,EQEU,ตลาดพัฒนาแล้ว,EQDEL,avaliable
M0668_2558,MF0172_2559,กองทุนเปิดเค ดัชนีหุ้นยุโรป,K European Equity Index,K-EUX,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,European Equity,Other,2018-12-17T05:05:56,European Equity,EQEU,ตราสารทุนยุโรป,EQEU,ตลาดพัฒนาแล้ว,EQDEL,avaliable
M0009_2543,017_2543,กองทุนเปิดเค หุ้นทุนบริพัตร,K Flexible Equity,K-FEQ,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Aggressive Allocation,Other,2018-12-17T05:05:56,Aggressive Allocation,,,,,,unavailable
M0281_2560,MF0415_2560,กองทุนเปิดเค ฟิต แอลโลเคชั่น L,K FIT Allocation L,K-FITL,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Aggressive Allocation,Other,2018-12-17T05:05:56,Aggressive Allocation,,,,,,unavailable
M0279_2560,MF0414_2560,กองทุนเปิดเค ฟิต แอลโลเคชั่น M,K FIT Allocation M,K-FITM,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Aggressive Allocation,Other,2018-12-17T05:05:56,Aggressive Allocation,,,,,,unavailable
M0274_2560,MF0413_2560,กองทุนเปิดเค ฟิต แอลโลเคชั่น S,K FIT Allocation S,K-FITS,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Aggressive Allocation,Other,2018-12-17T05:05:56,Aggressive Allocation,,,,,,unavailable
M0282_2560,MF0416_2560,กองทุนเปิดเค ฟิต แอลโลเคชั่น XL,K FIT Allocation XL,K-FITXL,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Aggressive Allocation,Other,2018-12-17T05:05:56,Aggressive Allocation,,,,,,unavailable
M0017_2538,025_2538,กองทุนเปิดเค ตราสารหนี้,K Fixed Income,K-FIXED,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Mid Term General Bond,Other,2018-12-17T05:05:56,Mid Term General Bond,FIXMIDGEN,พันธบัตรไทย,BONDTH,พันธบัตร,BOND-TH,avaliable
M0054_2560,MF0318_2560,กองทุนเปิดเค ตราสารหนี้ พลัส,K Fixed Income Plus,K-FIXEDPLUS,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Mid Term General Bond,Other,2018-12-17T05:05:56,Mid Term General Bond,FIXMIDGEN,พันธบัตรไทย,BONDTH,พันธบัตร,BOND-TH,avaliable
M0080_2545,023_2545,กองทุนเปิดเค โกลบอล แอลโลเคชั่น,K Global Allocation,K-GA,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Foreign Investment Allocation,Other,2018-12-17T05:05:56,Foreign Investment Allocation,,,,,,unavailable
M0070_2557,MF0233_2557,กองทุนเปิดเค โกลบอล บอนด์,K Global Bond,K-GB,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Global Bond Discretionary F/X Hedge or Unhedge,Other,2018-12-17T05:05:56,Global Bond Discretionary F/X Hedge or Unhedge,FIXGLDISC,พันธบัตรต่างประเทศ,BONDINT,พันธบัตร,BOND-TH,avaliable
M0168_2554,-,กองทุนเปิดเค โกลบอล บอนด์,K Global Bond,K-GB,EX,C0000000021,Kasikorn Asset Management Co. Ltd,-,Global Bond Discretionary F/X Hedge or Unhedge,Other,2018-12-17T05:05:56,Global Bond Discretionary F/X Hedge or Unhedge,FIXGLDISC,พันธบัตรต่างประเทศ,BONDINT,พันธบัตร,BOND-TH,avaliable
M0659_2553,627_2553,กองทุนเปิดเค โกลบอล อีเมอร์จิ้ง มาร์เก็ต  ออพพอร์ทูนนิตี้,K Global Emerging Market Opportunities,K-GEMO,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Emerging Market,Other,2018-12-17T05:05:56,Emerging Market,EQGEM,ตลาดเกิดใหม่,EQGEM,ตราสารทุนตลาดเกิดใหม่,EQEM,avaliable
M0798_2557,MF0796_2557,กองทุนเปิดเค โกลบอล เฮลท์แคร์ หุ้นทุน,K Global Healthcare Equity,K-GHEALTH,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Health Care,Other,2018-12-17T05:05:56,Health Care,EQHEALTH,กลุ่มสุขภาพ,EQHEALTH,สุขภาพ,EQHEALTH,avaliable
M0639_2558,MF0629_2558,กองทุนเปิดเค โกลบอล เฮลท์แคร์ หุ้นทุน Unhedged,K Global Healthcare Equity Unhedged,K-GHEALTH(UH),RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Health Care,Other,2018-12-17T05:05:56,Health Care,EQHEALTH,กลุ่มสุขภาพ,EQHEALTH,สุขภาพ,EQHEALTH,avaliable
M0596_2558,MF0123_2559,กองทุนเปิดเค โกลบอล อินฟราสตรัคเจอร์ หุ้นทุน,K Global Infrastructure Equity,K-GINFRA,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Global Equity,Other,2018-12-17T05:05:56,Global Equity,EQGL,ตลาดโลก,EQGL,ตลาดโลก,EQGL,avaliable
M0204_2549,182_2549,กองทุนเปิดเค โกลบอล อิควิตี้,K Global Equity,K-GLOBE,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Global Equity,Other,2018-12-17T05:05:56,Global Equity,EQGL,ตลาดโลก,EQGL,ตลาดโลก,EQGL,avaliable
M0447_2551,344_2551,กองทุนเปิดเค โกลด์,K Gold,K-GOLD,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Commodities Precious Metals,Other,2018-12-17T05:05:56,Commodities Precious Metals,COMPM,ทองคำ,GOLD,ทองคำ,GOLD,avaliable
M0429_2557,MF0611_2557,กองทุนเปิดเค โกลบอล พร็อพเพอร์ตี้ หุ้นทุน,K Global Property Equity,K-GPROP,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Fund of Property Fund - Foreign,Other,2018-12-17T05:05:56,Fund of Property Fund - Foreign,PRFOPFR,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,avaliable
M0431_2560,MF0376_2560,กองทุนเปิดเค โกลบอล ริสก์-เอ็นแฮนซท์ แอลโลเคชั่น,K Global Risk-Enhanced Allocation,K-GREAT,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Foreign Investment Allocation,Other,2018-12-17T05:05:56,Foreign Investment Allocation,,,,,,unavailable
M0250_2558,MF0317_2558,กองทุนเปิดเค ดัชนีหุ้นธุรกิจเทคโนโลยีและการสื่อสาร,K ICT Sector Index,K-ICT,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0059_2554,MF0278_2554,กองทุนเปิดเค อินเดีย หุ้นทุน,K India Equity,K-INDIA,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,India Equity,Other,2018-12-17T05:05:56,India Equity,EQIN,ตราสารทุนอินเดีย,EQINDIA,ตราสารทุนตลาดเกิดใหม่,EQEM,avaliable
M0253_2558,MF0433_2558,กองทุนเปิดเค ดัชนีหุ้นอินเดีย,K Indian Equity Index,K-INDX,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,India Equity,Other,2018-12-17T05:05:56,India Equity,EQIN,ตราสารทุนอินเดีย,EQINDIA,ตราสารทุนตลาดเกิดใหม่,EQEM,avaliable
M1168_2557,MF0853_2557,กองทุนเปิดเค ญี่ปุ่น หุ้นทุน,K Japan Equity,K-JP,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Japan Equity,Other,2018-12-17T05:05:56,Japan Equity,EQJP,ตราสารทุนญี่ปุ่น,EQJP,ตลาดพัฒนาแล้ว,EQDEL,avaliable
M0074_2558,MF0171_2559,กองทุนเปิดเค ดัชนีหุ้นญี่ปุ่น,K Japanese Equity Index,K-JPX,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Japan Equity,Other,2018-12-17T05:05:56,Japan Equity,EQJP,ตราสารทุนญี่ปุ่น,EQJP,ตลาดพัฒนาแล้ว,EQDEL,avaliable
M0279_2557,MF0681_2557,กองทุนเปิดเค Mid Small Cap หุ้นทุน,K Mid Small Cap Equity,K-MIDSMALL,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Equity General,Other,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0337_2550,300_2550,กองทุนเปิดเค ตลาดเงิน,K Money Market,K-MONEY,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Money Market General,Other,2018-12-17T05:05:56,Money Market General,FIXMMGEN,ตลาดเงิน,CASHTH,ตลาดเงิน,CASH-TH,avaliable
M0030_2559,MF0303_2559,กองทุนเปิดเค มินิมั่ม โวลาติลิตี้ หุ้นทุน,K Minimum Volatility Quantitative Equity,K-MVEQ,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Equity General,Other,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0237_2552,320_2552,กองทุนเปิดเค ออยล์,K Oil,K-OIL,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Commodities Energy,Other,2018-12-17T05:05:56,Commodities Energy,COMENG,น้ำมัน,COMMO,น้ำมัน,COMMO,avaliable
M0571_2552,496_2552,กองทุนเปิดเค แพลน 1,K PLAN 1,K-PLAN1,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Mid Term General Bond,Other,2018-12-17T05:05:56,Mid Term General Bond,FIXMIDGEN,พันธบัตรไทย,BONDTH,พันธบัตร,BOND-TH,avaliable
M0574_2552,497_2552,กองทุนเปิดเค แพลน 2,K PLAN 2,K-PLAN2,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Moderate Allocation,Other,2018-12-17T05:05:56,Moderate Allocation,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0575_2552,498_2552,กองทุนเปิดเค แพลน 3,K PLAN 3,K-PLAN3,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Moderate Allocation,Other,2018-12-17T05:05:56,Moderate Allocation,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0664_2557,MF0229_2559,กองทุนเปิดเค พร็อพเพอร์ตี้  เซคเตอร์,K Property Sector,K-PROP,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Fund of Property fund -Thai and Foreign,Other,2018-12-17T05:05:56,Fund of Property fund -Thai and Foreign,PRFOPMIX,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,avaliable
M0014_2536,018_2536,กองทุนเปิดเค ซีเล็คท์ หุ้นทุน,K Select Equity,K-SELECT,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Equity General,Other,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0066_2560,MF0127_2560,กองทุนเปิดเค ซีเล็คทีฟ อีเมอร์จิ้ง มาร์เก็ตส์ หุ้นทุน,K Selective Emerging Markets Equity,K-SEMQ,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Emerging Market,Other,2018-12-17T05:05:56,Emerging Market,EQGEM,ตลาดเกิดใหม่,EQGEM,ตราสารทุนตลาดเกิดใหม่,EQEM,avaliable
M0209_2548,050_2548,กองทุนเปิดเค เซ็ท 50,K SET 50 Index,K-SET50,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,SET 50 Index Fund,Other,2018-12-17T05:05:56,SET 50 Index Fund,EQSET50,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0377_2556,MF0340_2556,กองทุนเปิดเค ตราสารหนี้ระยะสั้น,K Short Term Fixed Income,K-SF,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Short Term General Bond,Other,2018-12-17T05:05:56,Short Term General Bond,FIXGEN,พันธบัตรไทย,BONDTH,พันธบัตร,BOND-TH,avaliable
M0038_2559,MF0143_2559,กองทุนเปิดเค เอสเอฟ พลัส,K SF Plus,K-SFPLUS,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Short Term General Bond,Other,2018-12-17T05:05:56,Short Term General Bond,FIXGEN,พันธบัตรไทย,BONDTH,พันธบัตร,BOND-TH,avaliable
M0304_2558,MF0589_2558,กองทุนเปิดเค สตราทีจิค โกลบอล มัลติ-แอสเซ็ท,K Strategic Global Multi-Asset,K-SGM,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Foreign Investment Allocation,Other,2018-12-17T05:05:56,Foreign Investment Allocation,,,,,,unavailable
M0038_2536,025_2536,กองทุนเปิดเค สตราทิจิค แอคทีฟ หุ้นทุนปันผล,K Strategic Active Dividend Equity,K-STADE,CA,C0000000021,Kasikorn Asset Management Co. Ltd,N,Equity General,Other,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0037_2536,036_2537,กองทุนเปิดเค สตราทีจิค เทรดดิ้ง หุ้นทุน,K Strategic Trading Equity,K-STEQ,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Equity General,Other,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0884_2547,040_2548,กองทุนเปิดเค ตราสารรัฐระยะสั้น,K Treasury,K-TREASURY,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Short Term Government Bond,Other,2018-12-17T05:05:56,Short Term Government Bond,FIXGOV,พันธบัตรไทย,BONDTH,พันธบัตร,BOND-TH,avaliable
M0159_2555,MF0560_2555,กองทุนเปิดเค ยูเอสเอ หุ้นทุน,K USA Equity,K-USA,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,US Equity,Other,2018-12-17T05:05:56,US Equity,EQUS,ตราสารทุนสหรัฐฯ,EQUS,ตลาดพัฒนาแล้ว,EQDEL,avaliable
M0023_2538,005_2538,กองทุนเปิดเค หุ้นปันผล,K Valued Stock,K-VALUE,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Equity General,Other,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0262_2550,190_2550,กองทุนเปิดเค 20 ซีเล็คท์หุ้นระยะยาวปันผล,K 20 Select LTF,K20SLTF,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Equity General,LTF,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0867_2548,195_2548,กองทุนเปิดเค 70:30 หุ้นระยะยาวปันผล,K Equity 70:30 LTF,K70LTF,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Equity General,LTF,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0130_2545,059_2545,กองทุนเปิดเคเอ คอร์เปอเรท บอนด์,KA Corporate Bond,KACB,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Mid Term General Bond,Other,2018-12-17T05:05:56,Mid Term General Bond,FIXMIDGEN,พันธบัตรไทย,BONDTH,พันธบัตร,BOND-TH,avaliable
M0135_2545,065_2545,กองทุนเปิดเคเอ เอควิตี้,KA Equity,KAEQ,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Equity General,Other,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0035_2538,041_2539,กองทุนเปิดกาญจนอนันต์,Karnchana Anan,KAF,RG,C0000000023,MFC Asset Management PLC,-,Moderate Allocation,Other,2018-12-17T05:05:56,Moderate Allocation,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0134_2545,060_2545,กองทุนเปิดเคเอ ชอร์ท เทอม ฟิกซ์ อินคัม,KA Short Term Fixed-Income,KASF,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Short Term General Bond,Other,2018-12-17T05:05:56,Short Term General Bond,FIXGEN,พันธบัตรไทย,BONDTH,พันธบัตร,BOND-TH,avaliable
M0062_2544,041_2544,กองทุนเปิดเค บาลานซ์เพื่อการเลี้ยงชีพ,K Balanced RMF,KBLRMF,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Moderate Allocation,RMF,2018-12-17T05:05:56,Moderate Allocation,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0109_2561,MF0130_2561,กองทุนเปิดเค Complex Return 3YA ห้ามขายผู้ลงทุนรายย่อย,K Complex Return 3YA NFRI,KCR3YA-UI,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0315_2547,075_2547,กองทุนเปิดเค หุ้นระยะยาวปันผล,K Equity Dividend LTF,KDLTF,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Equity Large Cap,LTF,2018-12-17T05:05:56,Equity Large Cap,EQLARGE,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0265_2547,074_2547,กองทุนเปิดเค หุ้นระยะยาว,K Equity LTF,KEQLTF,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Equity Large Cap,LTF,2018-12-17T05:05:56,Equity Large Cap,EQLARGE,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
