proj_id,regis_id,proj_name_th,proj_name_en,proj_abbr_name,fund_status,unique_id,Firm Name,permit_us_investment,AIMC Category,type,last_upd_date,asset_lv3_name,asset_lv3_code,asset_lv2_name,asset_lv2_code,asset_lv1_name,asset_lv1_code,status
M0746_2550,353_2550,โครงการจัดการกองทุนเปิดวรรณเดลี่,1 A.M. Daily,1AM-DAILY,RG,C0000000569,One Asset Management Ltd,Y,Money Market General,Other,2018-12-17T05:05:56,Money Market General,FIXMMGEN,ตลาดเงิน,CASHTH,ตลาดเงิน,CASH-TH,avaliable
M0843_2548,205_2548,กองทุนเปิดวรรณเอเอ็ม โกลบอล อีเมอร์จิ้ง มาร์เก็ต เอควิตี้,1 A.M. Global Emerging Market Equity,1AM-GEM,RG,C0000000569,One Asset Management Ltd,Y,Emerging Market,Other,2018-12-17T05:05:56,Emerging Market,EQGEM,ตลาดเกิดใหม่,EQGEM,ตราสารทุนตลาดเกิดใหม่,EQEM,avaliable
M0626_2551,545_2551,กองทุนเปิดวรรณพันธบัตรไทย,1 A.M. Thai Government Bond,1AM-TG,RG,C0000000569,One Asset Management Ltd,N,Short Term Government Bond,Other,2018-12-17T05:05:56,Short Term Government Bond,FIXGOV,พันธบัตรไทย,BONDTH,พันธบัตร,BOND-TH,avaliable
M0728_2547,118_2547,กองทุนเปิดวรรณเอเอ็ม โกลบอล บอนด์,1 A.M. Global Bond,1AMGBF,RG,C0000000569,One Asset Management Ltd,Y,Global Bond Discretionary F/X Hedge or Unhedge,Other,2018-12-17T05:05:56,Global Bond Discretionary F/X Hedge or Unhedge,FIXGLDISC,พันธบัตรต่างประเทศ,BONDINT,พันธบัตร,BOND-TH,avaliable
M0032_2551,154_2551,กองทุนเปิดวรรณเอเอ็ม โกลบอล ฟิกซ์ อินคัม ฟันด์,1 A.M. Global Flexible,1AMGFF,RG,C0000000569,One Asset Management Ltd,N,Global Bond Discretionary F/X Hedge or Unhedge,Other,2018-12-17T05:05:56,Global Bond Discretionary F/X Hedge or Unhedge,FIXGLDISC,พันธบัตรต่างประเทศ,BONDINT,พันธบัตร,BOND-TH,avaliable
M0437_2554,MF0442_2554,กองทุนเปิดไทยเด็กซ์ SET High Dividend ETF,ThaiDEX SET High Dividend ETF,1DIV,RG,C0000000569,One Asset Management Ltd,Y,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0276_2554,MF0232_2554,กองทุนเปิดวรรณตราสารหนี้ 3M1,1 A.M. Fixed Income 3M1,1FIX-3M1,LI,C0000000569,One Asset Management Ltd,-,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0430_2550,044_2551,กองทุนเปิด วรรณ โกลบอล ออพพอร์ทูนิตี้ บอนด์ ฟันด์,1 A.M. Global Opportunity Bond,1GLOBALBOND,RG,C0000000569,One Asset Management Ltd,Y,Global Bond Discretionary F/X Hedge or Unhedge,Other,2018-12-17T05:05:56,Global Bond Discretionary F/X Hedge or Unhedge,FIXGLDISC,พันธบัตรต่างประเทศ,BONDINT,พันธบัตร,BOND-TH,avaliable
M0597_2547,069_2547,กองทุนเปิดวรรณเอเอ็มซีเล็คทีฟหุ้นระยะยาว,1 A.M. Selective Long Term Equity,1S-LTF,RG,C0000000569,One Asset Management Ltd,Y,Equity General,LTF,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0364_2548,075_2548,กองทุนเปิดวรรณเอเอ็มซีเล็คทีฟโกรทหุ้นระยะยาว,1 A.M. Selective Growth Long Term Equity,1SG-LTF,RG,C0000000569,One Asset Management Ltd,Y,Equity General,LTF,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0199_2550,180_2550,โครงการจัดการกองทุนเปิดวรรณเอเอ็มสมาร์ทหุ้นระยะยาว,1 A.M. Smart Long Term Equity,1SMART-LTF,RG,C0000000569,One Asset Management Ltd,Y,Miscellaneous,LTF,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0235_2551,266_2551,กองทุนเปิด วรรณ ยูเอส รีคอฟเวอรี่ ออพพอร์ทูนิตี้ ฟันด์,1 A.M. US Recovery Opportunity,1US-OPP,RG,C0000000569,One Asset Management Ltd,Y,Foreign Investment Allocation,Other,2018-12-17T05:05:56,Foreign Investment Allocation,,,,,,unavailable
M0280_2548,073_2548,กองทุนเปิดวรรณเอเอ็มหุ้นคุณค่าปันผล,1 A.M. Value Stock Dividend,1VAL-D,RG,C0000000569,One Asset Management Ltd,N,Equity General,Other,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0242_2550,176_2550,กองทุนเปิด 70/30 ปันผล หุ้นระยะยาว,70/30 - Div Long Term Equity,70/30-D LTF,RG,C0000000623,"UOB Asset Management (Thailand) Co., Ltd",-,Equity General,LTF,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0584_2553,535_2553,กองทุนเปิด อเบอร์ดีน สแตนดาร์ด อเมริกัน โกรท ฟันด์,Aberdeen American Growth,ABAG,RG,C0000000290,Aberdeen Asset Management Ltd (Thailand),-,US Equity,Other,2018-12-17T05:05:56,US Equity,EQUS,ตราสารทุนสหรัฐฯ,EQUS,ตลาดพัฒนาแล้ว,EQDEL,avaliable
M0562_2558,MF0555_2558,กองทุนเปิด อเบอร์ดีน สแตนดาร์ด อเมริกัน โกรท - สมอลเลอร์ คอมพานี ฟันด์,Aberdeen American Growth - Smaller Coms,ABAGS,RG,C0000000290,Aberdeen Asset Management Ltd (Thailand),N,US Equity,Other,2018-12-17T05:05:56,US Equity,EQUS,ตราสารทุนสหรัฐฯ,EQUS,ตลาดพัฒนาแล้ว,EQDEL,avaliable
M0582_2548,122_2548,กองทุนเปิด อเบอร์ดีน สแตนดาร์ด เอเชีย แปซิฟิค เอคควิตี้ ฟันด์,Aberdeen Asia Pacific Equity,ABAPAC,RG,C0000000290,Aberdeen Asset Management Ltd (Thailand),N,Asia Pacific Ex Japan,Other,2018-12-17T05:05:56,Asia Pacific Ex Japan,EQASxJP,ตราสารทุนเอเชีย(ไม่รวมญี่ปุ่น),EQASxJP,ตราสารทุนตลาดเกิดใหม่,EQEM,avaliable
M0774_2554,MF0654_2554,กองทุนเปิด อเบอร์ดีน สแตนดาร์ด เอเชีย แปซิฟิค เอคควิตี้ เพื่อการเลี้ยงชีพ,Aberdeen Asia Pacific Equity RMF,ABAPAC-RMF,RG,C0000000290,Aberdeen Asset Management Ltd (Thailand),N,Asia Pacific Ex Japan,RMF,2018-12-17T05:05:56,Asia Pacific Ex Japan,EQASxJP,ตราสารทุนเอเชีย(ไม่รวมญี่ปุ่น),EQASxJP,ตราสารทุนตลาดเกิดใหม่,EQEM,avaliable
M0027_2541,004_2541,กองทุนเปิด อเบอร์ดีน สแตนดาร์ด แคช ครีเอชั่น,Aberdeen Cash Creation,ABCC,RG,C0000000290,Aberdeen Asset Management Ltd (Thailand),N,Money Market Government,Other,2018-12-17T05:05:56,Money Market Government,FIXMMGOV,ตลาดเงิน,CASHTH,ตลาดเงิน,CASH-TH,avaliable
M0401_2552,381_2552,กองทุนเปิด อเบอร์ดีน สแตนดาร์ด ไชน่า เกทเวย์ ฟันด์,Aberdeen China Gateway,ABCG,RG,C0000000290,Aberdeen Asset Management Ltd (Thailand),N,Greater China Equity,Other,2018-12-17T05:05:56,Greater China Equity,EQCH,ตราสารทุนจีน,EQCHINA,ตราสารทุนตลาดเกิดใหม่,EQEM,avaliable
M0363_2549,311_2549,กองทุนเปิด อเบอร์ดีน สแตนดาร์ด ยูโรเปี้ยน โกรท ฟันด์,Aberdeen European Growth,ABEG,RG,C0000000290,Aberdeen Asset Management Ltd (Thailand),N,European Equity,Other,2018-12-17T05:05:56,European Equity,EQEU,ตราสารทุนยุโรป,EQEU,ตลาดพัฒนาแล้ว,EQDEL,avaliable
M0458_2557,MF0721_2557,กองทุนเปิด อเบอร์ดีน สแตนดาร์ด ยูโร ไฮ ยิลด์ บอนด์ ฟันด์,Aberdeen Euro High Yield Bond,ABEHB,RG,C0000000290,Aberdeen Asset Management Ltd (Thailand),N,High Yield Bond,Other,2018-12-17T05:05:56,High Yield Bond,FIXHY,พันธบัตรต่างประเทศ,BONDINT,พันธบัตร,BOND-TH,avaliable
M0066_2546,022_2546,กองทุนเปิด อเบอร์ดีน สแตนดาร์ด เฟล็กซิเบิ้ลแคปปิตอล,Aberdeen Flexible Capital,ABFC,RG,C0000000290,Aberdeen Asset Management Ltd (Thailand),N,Moderate Allocation,Other,2018-12-17T05:05:56,Moderate Allocation,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0145_2549,036_2549,กองทุนเปิดดัชนีพันธบัตรไทยเอบีเอฟ,The ABF Thailand Bond Index,ABFTH,RG,C0000000021,Kasikorn Asset Management Co. Ltd,N,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0020_2539,014_2540,กองทุนเปิด อเบอร์ดีน สแตนดาร์ด โกรท,Aberdeen Growth,ABG,RG,C0000000290,Aberdeen Asset Management Ltd (Thailand),N,Equity General,Other,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0157_2550,111_2551,กองทุนเปิด อเบอร์ดีน สแตนดาร์ด โกลบอล อีเมอร์จิ้ง โกรท ฟันด์,Aberdeen Global Emerging Growth,ABGEM,RG,C0000000290,Aberdeen Asset Management Ltd (Thailand),N,Emerging Market,Other,2018-12-17T05:05:56,Emerging Market,EQGEM,ตลาดเกิดใหม่,EQGEM,ตราสารทุนตลาดเกิดใหม่,EQEM,avaliable
M0041_2554,MF0125_2554,กองทุนเปิด อเบอร์ดีน สแตนดาร์ด อินเดีย โกรท ฟันด์,Aberdeen India Growth,ABIG,RG,C0000000290,Aberdeen Asset Management Ltd (Thailand),N,India Equity,Other,2018-12-17T05:05:56,India Equity,EQIN,ตราสารทุนอินเดีย,EQINDIA,ตราสารทุนตลาดเกิดใหม่,EQEM,avaliable
M0348_2555,MF0397_2555,กองทุนเปิด อเบอร์ดีน สแตนดาร์ด อินคัม ครีเอชั่น,Aberdeen Income Creation,ABINC,RG,C0000000290,Aberdeen Asset Management Ltd (Thailand),N,Mid Term General Bond,Other,2018-12-17T05:05:56,Mid Term General Bond,FIXMIDGEN,พันธบัตรไทย,BONDTH,พันธบัตร,BOND-TH,avaliable
M0532_2556,MF0527_2556,กองทุนเปิด อเบอร์ดีน สแตนดาร์ด เจแปน ออพพอร์ทูนิตี้ส์ ฟันด์,Aberdeen Japan Opportunities,ABJO,RG,C0000000290,Aberdeen Asset Management Ltd (Thailand),N,Japan Equity,Other,2018-12-17T05:05:56,Japan Equity,EQJP,ตราสารทุนญี่ปุ่น,EQJP,ตลาดพัฒนาแล้ว,EQDEL,avaliable
M0698_2547,082_2547,กองทุนเปิด อเบอร์ดีน สแตนดาร์ด หุ้นระยะยาว,Aberdeen Long Term Equity,ABLTF,RG,C0000000290,Aberdeen Asset Management Ltd (Thailand),N,Equity General,LTF,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0529_2559,MF0530_2559,กองทุนเปิด อเบอร์ดีน สแตนดาร์ด หุ้นระยะยาว 70/30,Aberdeen Long Term Equity Fund 70/30,ABLTF 70/30,RG,C0000000290,Aberdeen Asset Management Ltd (Thailand),N,Equity General,LTF,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0527_2556,MF0577_2556,กองทุนรวมโครงสร้างพื้นฐานโรงไฟฟ้าอมตะ บี.กริม เพาเวอร์,Amata B. Grimm P&P Plant Infra Fund,ABPIF,RG,C0000000021,Kasikorn Asset Management Co. Ltd,-,Thai Mixed (between free and lease hold),Other,2018-12-17T05:05:56,Thai Mixed (between free and lease hold),PRMIX,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,avaliable
M0140_2545,063_2545,กองทุนเปิด อเบอร์ดีน สแตนดาร์ด สมาร์ทแคปปิตอลเพื่อการเลี้ยงชีพ,Aberdeen Smart Cap RMF,ABSC-RMF,RG,C0000000290,Aberdeen Asset Management Ltd (Thailand),N,Equity General,RMF,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0141_2545,064_2545,กองทุนเปิด อเบอร์ดีน สแตนดาร์ด สมาร์ทอินคัมเพื่อการเลี้ยงชีพ,Aberdeen Smart Income RMF,ABSI-RMF,RG,C0000000290,Aberdeen Asset Management Ltd (Thailand),N,Short Term Government Bond,RMF,2018-12-17T05:05:56,Short Term Government Bond,FIXGOV,พันธบัตรไทย,BONDTH,พันธบัตร,BOND-TH,avaliable
M0035_2547,013_2547,กองทุนเปิด อเบอร์ดีน สแตนดาร์ด สยามลีดเดอร์ส,Aberdeen Siam Leaders,ABSL,RG,C0000000290,Aberdeen Asset Management Ltd (Thailand),N,Equity General,Other,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0413_2548,076_2548,กองทุนเปิด อเบอร์ดีน สแตนดาร์ด สมอลแค็พ,Aberdeen Small Cap,ABSM,RG,C0000000290,Aberdeen Asset Management Ltd (Thailand),N,Equity General,Other,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0071_2546,029_2546,กองทุนเปิด อเบอร์ดีน สแตนดาร์ด ไทย เอคควิตี้ ดีวิเด็น,Aberdeen Thai Equity Dividend,ABTED,RG,C0000000290,Aberdeen Asset Management Ltd (Thailand),N,Equity General,Other,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0285_2546,066_2546,กองทุนเปิด อเบอร์ดีน สแตนดาร์ด แวลู,Aberdeen Value,ABV,RG,C0000000290,Aberdeen Asset Management Ltd (Thailand),N,Moderate Allocation,Other,2018-12-17T05:05:56,Moderate Allocation,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0065_2549,071_2549,กองทุนเปิด อเบอร์ดีน สแตนดาร์ด เวิลด์ ออพพอร์ทูนิตี้ส์ ฟันด์,Aberdeen World Opportunities,ABWOOF,RG,C0000000290,Aberdeen Asset Management Ltd (Thailand),N,Global Equity,Other,2018-12-17T05:05:56,Global Equity,EQGL,ตลาดโลก,EQGL,ตลาดโลก,EQGL,avaliable
M0810_2554,MF0069_2555,กองทุนเปิด เอเชียน เดบท์ รีจินอล บอนด์ ปันผล,Asian Debt Regional Bond - Dividend,ADR-D,RG,C0000000623,"UOB Asset Management (Thailand) Co., Ltd",-,Emerging Market Bond Discretionary F/X Hedge or Unhedge,Other,2018-12-17T05:05:56,Emerging Market Bond Discretionary F/X Hedge or Unhedge,FIXEMDISC,พันธบัตรต่างประเทศ,BONDINT,พันธบัตร,BOND-TH,avaliable
M0256_2550,212_2550,กองทุนเปิด อเบอร์ดีน สแตนดาร์ด อีเมอร์จิ้ง ออพพอร์ทูนิตี้ส์ บอนด์ ฟันด์,Aberdeen Emerging Opportunities Bond,AEOB,RG,C0000000290,Aberdeen Asset Management Ltd (Thailand),N,Emerging Market Bond Discretionary F/X Hedge or Unhedge,Other,2018-12-17T05:05:56,Emerging Market Bond Discretionary F/X Hedge or Unhedge,FIXEMDISC,พันธบัตรต่างประเทศ,BONDINT,พันธบัตร,BOND-TH,avaliable
M0023_2536,005_2537,กองทุนเปิดแอ๊ดคินซันโกรทฟันด์,Adkinson Growth,AGF,RG,C0000000023,MFC Asset Management PLC,Y,Equity General,Other,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0076_2545,022_2545,กองทุนเปิด ตราสารหนี้เอเชียน,Asian USD Bond,ASIA-B,RG,C0000000623,"UOB Asset Management (Thailand) Co., Ltd",-,Emerging Market Bond Discretionary F/X Hedge or Unhedge,Other,2018-12-17T05:05:56,Emerging Market Bond Discretionary F/X Hedge or Unhedge,FIXEMDISC,พันธบัตรต่างประเทศ,BONDINT,พันธบัตร,BOND-TH,avaliable
M0147_2549,130_2549,กองทุนเปิด ออล เอเชีย อิควิตี้,All Asia Equity,ASIA-E,RG,C0000000623,"UOB Asset Management (Thailand) Co., Ltd",-,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0142_2542,025_2542,กองทุนเปิด แอสเซท พลัส ตราสารหนี้,Asset Plus Fixed Income,ASP,RG,C0000005022,"Asset Plus Fund Management Co., Ltd.",N,Short Term General Bond,Other,2018-12-17T05:05:56,Short Term General Bond,FIXGEN,พันธบัตรไทย,BONDTH,พันธบัตร,BOND-TH,avaliable
M0502_2556,MF0429_2556,กองทุนเปิดแอสเซทพลัสเอไอตราสารหนี้ 1 ห้ามขายผู้ลงทุนรายย่อย,Asset Plus AI Fixed Income 1,ASP-AIF1,RG,C0000005022,"Asset Plus Fund Management Co., Ltd.",N,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0374_2559,MF0315_2559,กองทุนเปิดแอสเซทพลัสเอไอเทิร์มฟันด์ 2Y6,Asset Plus AI Term Fund 2Y6,ASP-AITF2Y6,LI,C0000005022,"Asset Plus Fund Management Co., Ltd.",-,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0449_2559,MF0371_2559,กองทุนเปิดแอสเซทพลัสเอไอเทิร์มฟันด์ 2Y7,Asset Plus AI Term Fund 2Y7,ASP-AITF2Y7,LI,C0000005022,"Asset Plus Fund Management Co., Ltd.",-,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0480_2559,MF0422_2559,กองทุนเปิดแอสเซทพลัสเอไอเทิร์มฟันด์ 2Y8,Asset Plus AI Term Fund 2Y8,ASP-AITF2Y8,CA,C0000005022,"Asset Plus Fund Management Co., Ltd.",-,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0485_2559,MF0461_2559,กองทุนเปิดแอสเซทพลัสเอไอเทิร์มฟันด์ 2Y9,Asset Plus AI Term Fund 2Y9,ASP-AITF2Y9,CA,C0000005022,"Asset Plus Fund Management Co., Ltd.",-,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0570_2558,MF0489_2558,กองทุนเปิดแอสเซทพลัสเอไอเทิร์มฟันด์ 3Y2,Asset Plus AI Term Fund 3Y2,ASP-AITF3Y2,LI,C0000005022,"Asset Plus Fund Management Co., Ltd.",-,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0239_2559,MF0201_2559,กองทุนเปิดแอสเซทพลัสเอไอเทิร์มฟันด์ 3Y3,Asset Plus AI Term Fund 3Y3,ASP-AITF3Y3,RG,C0000005022,"Asset Plus Fund Management Co., Ltd.",-,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0692_2558,MF0606_2558,กองทุนเปิดแอสเซทพลัสเอไอเทิร์มฟันด์ 5Y1,Asset Plus AI Term Fund 5Y1,ASP-AITF5Y1,RG,C0000005022,"Asset Plus Fund Management Co., Ltd.",-,Miscellaneous,Other,2018-12-17T05:05:56,Miscellaneous,,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,unavailable
M0428_2550,338_2550,กองทุนเปิดแอสเซทพลัสเอเชี่ยนสเปเชียลซิททูเอชั่นส์,Asset Plus Asian Special Situations,ASP-ASIAN,RG,C0000005022,"Asset Plus Fund Management Co., Ltd.",N,Asia Pacific Ex Japan,Other,2018-12-17T05:05:56,Asia Pacific Ex Japan,EQASxJP,ตราสารทุนเอเชีย(ไม่รวมญี่ปุ่น),EQASxJP,ตราสารทุนตลาดเกิดใหม่,EQEM,avaliable
M0424_2550,398_2550,กองทุนเปิดแอสเซทพลัสบริค,Asset Plus BRIC,ASP-BRIC,RG,C0000005022,"Asset Plus Fund Management Co., Ltd.",N,Emerging Market,Other,2018-12-17T05:05:56,Emerging Market,EQGEM,ตลาดเกิดใหม่,EQGEM,ตราสารทุนตลาดเกิดใหม่,EQEM,avaliable
M0227_2557,MF0444_2557,กองทุนเปิดแอสเซทพลัสไชน่า,Asset Plus China,ASP-CHINA,RG,C0000005022,"Asset Plus Fund Management Co., Ltd.",N,Greater China Equity,Other,2018-12-17T05:05:56,Greater China Equity,EQCH,ตราสารทุนจีน,EQCHINA,ตราสารทุนตลาดเกิดใหม่,EQEM,avaliable
M0056_2561,MF0085_2561,กองทุนเปิด แอสเซทพลัส ดิสรัปทีฟ ออพพอร์ทูนิตี้ส์,Asset Plus Disruptive Opportunities,ASP-DISRUPT,RG,C0000005022,"Asset Plus Fund Management Co., Ltd.",N,Global Equity,Other,2018-12-17T05:05:56,Global Equity,EQGL,ตลาดโลก,EQGL,ตลาดโลก,EQGL,avaliable
M0656_2559,MF0042_2560,กองทุนเปิด แอสเซทพลัส ตราสารหนี้ เดลี่ พลัส ห้ามขายผู้ลงทุนรายย่อย,Asset Plus Fixed Income Daily Plus AI,ASP-DPLUS,RG,C0000005022,"Asset Plus Fund Management Co., Ltd.",N,Short Term General Bond,Other,2018-12-17T05:05:56,Short Term General Bond,FIXGEN,พันธบัตรไทย,BONDTH,พันธบัตร,BOND-TH,avaliable
M0776_2547,113_2547,กองทุนเปิดแอสเซทพลัสตราสารทุนเพื่อการเลี้ยงชีพ,Asset Plus Equity RMF,ASP-ERF,RG,C0000005022,"Asset Plus Fund Management Co., Ltd.",N,Equity General,RMF,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M1202_2557,MF0419_2558,กองทุนเปิดแอสเซทพลัสยุโรปพร็อพเพอร์ตี้,Asset Plus Europe Property,ASP-EUPROP,RG,C0000005022,"Asset Plus Fund Management Co., Ltd.",N,Fund of Property Fund - Foreign,Other,2018-12-17T05:05:56,Fund of Property Fund - Foreign,PRFOPFR,อสังหาฯ,REIT,อสังหาฯ,REIT-TH,avaliable
M0815_2557,MF0074_2558,กองทุนเปิดแอสเซทพลัสยุโรปแวลู,Asset Plus Europe Value,ASP-EUROPE VALUE,RG,C0000005022,"Asset Plus Fund Management Co., Ltd.",N,European Equity,Other,2018-12-17T05:05:56,European Equity,EQEU,ตราสารทุนยุโรป,EQEU,ตลาดพัฒนาแล้ว,EQDEL,avaliable
M0347_2560,MF0321_2560,กองทุนเปิด แอสเซทพลัส เฟล็กซิเบิ้ล พลัส,Asset Plus Flexible Plus,ASP-FLEXPLUS,RG,C0000005022,"Asset Plus Fund Management Co., Ltd.",N,Aggressive Allocation,Other,2018-12-17T05:05:56,Aggressive Allocation,,,,,,unavailable
M0787_2547,115_2547,กองทุนเปิดแอสเซทพลัสตราสารหนี้เพื่อการเลี้ยงชีพ,Asset Plus Fixed RMF,ASP-FRF,RG,C0000005022,"Asset Plus Fund Management Co., Ltd.",N,Mid Term General Bond,RMF,2018-12-17T05:05:56,Mid Term General Bond,FIXMIDGEN,พันธบัตรไทย,BONDTH,พันธบัตร,BOND-TH,avaliable
M0760_2548,160_2548,กองทุนเปิดแอสเซทพลัสโกลบอลอัลโลเคชั่น,Asset Plus Global Allocation,ASP-GAF,RG,C0000005022,"Asset Plus Fund Management Co., Ltd.",N,Foreign Investment Allocation,Other,2018-12-17T05:05:56,Foreign Investment Allocation,,,,,,unavailable
M0644_2547,109_2547,กองทุนเปิดแอสเซทพลัสกำไรปันผล,Asset Plus Growth Dividend,ASP-GDF,RG,C0000005022,"Asset Plus Fund Management Co., Ltd.",N,Equity General,Other,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0400_2549,330_2549,กองทุนเปิดแอสเซทพลัสหุ้นระยะยาวทวีกำไร,Asset Plus High Growth LTF,ASP-GLTF,RG,C0000005022,"Asset Plus Fund Management Co., Ltd.",N,Equity General,LTF,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0206_2552,241_2552,กองทุนเปิดแอสเซทพลัสโกลด์,Asset Plus Gold,ASP-GOLD,RG,C0000005022,"Asset Plus Fund Management Co., Ltd.",N,Commodities Precious Metals,Other,2018-12-17T05:05:56,Commodities Precious Metals,COMPM,ทองคำ,GOLD,ทองคำ,GOLD,avaliable
M0441_2552,035_2553,กองทุนเปิดแอสเซทพลัสเอชเอสไอ,Asset Plus HSI,ASP-HSI,RG,C0000005022,"Asset Plus Fund Management Co., Ltd.",N,Asia Pacific Ex Japan,Other,2018-12-17T05:05:56,Asia Pacific Ex Japan,EQASxJP,ตราสารทุนเอเชีย(ไม่รวมญี่ปุ่น),EQASxJP,ตราสารทุนตลาดเกิดใหม่,EQEM,avaliable
M0592_2547,095_2547,กองทุนเปิดแอสเซทพลัสหุ้นระยะยาว,Asset Plus Long-Term Equity,ASP-LTF,RG,C0000005022,"Asset Plus Fund Management Co., Ltd.",N,Equity General,LTF,2018-12-17T05:05:56,Equity General,EQGEN,ตราสารทุนไทย,EQTH,ตราสารทุนไทย,EQ-TH,avaliable
M0785_2547,114_2547,กองทุนเปิดแอสเซทพลัสหุ้นผสมตราสารหนี้เพื่อการเลี้ยงชีพ,Asset Plus Mixed RMF,ASP-MRF,RG,C0000005022,"Asset Plus Fund Management Co., Ltd.",N,Aggressive Allocation,RMF,2018-12-17T05:05:56,Aggressive Allocation,,,,,,unavailable
M0146_2549,136_2549,กองทุนเปิดแอสเซทพลัสนิปปอนโกรท,Asset Plus Nippon Growth,ASP-NGF,RG,C0000005022,"Asset Plus Fund Management Co., Ltd.",N,Japan Equity,Other,2018-12-17T05:05:56,Japan Equity,EQJP,ตราสารทุนญี่ปุ่น,EQJP,ตลาดพัฒนาแล้ว,EQDEL,avaliable
M0177_2557,MF0851_2557,กองทุนเปิดแอสเซทพลัสนิคเคอิ 225,Asset Plus Nikkei 225,ASP-NKY225,RG,C0000005022,"Asset Plus Fund Management Co., Ltd.",N,Japan Equity,Other,2018-12-17T05:05:56,Japan Equity,EQJP,ตราสารทุนญี่ปุ่น,EQJP,ตลาดพัฒนาแล้ว,EQDEL,avaliable
M0187_2552,227_2552,กองทุนเปิดแอสเซทพลัสออยล์,Asset Plus Oil,ASP-OIL,RG,C0000005022,"Asset Plus Fund Management Co., Ltd.",N,Commodities Energy,Other,2018-12-17T05:05:56,Commodities Energy,COMENG,น้ำมัน,COMMO,น้ำมัน,COMMO,avaliable
