nav_date,net_asset,last_val,previous_val,sell_price,buy_price,sell_swap_price,buy_swap_price,remark_th,remark_en
2020-04-28,463073842.51,11.0364,11.1626,11.0365,11.0364,11.0364,11.0365, , 
2020-04-27,468561632.84,11.1626,11.0375,11.1627,11.1626,11.1626,11.1627, , 
2020-04-24,462789862.88,11.0375,10.9733,11.0376,11.0375,11.0375,11.0376, , 
2020-04-23,460089903.66,10.9733,10.9666,10.9734,10.9733,10.9733,10.9734, , 
2020-04-22,472160863.63,10.9666,10.6966,10.9667,10.9666,10.9666,10.9667, , 
2020-04-21,455189919.28,10.6966,11.0716,10.6967,10.6966,10.6966,10.6967, , 
2020-04-20,471238790.04,11.0716,11.099,11.0717,11.0716,11.0716,11.0717, , 
2020-04-17,472468774.23,11.099,10.9542,11.0991,11.099,11.099,11.0991, , 
2020-04-16,466029550.66,10.9542,10.7579,10.9543,10.9542,10.9542,10.9543, , 
2020-04-15,452074131.97,10.7579,10.8444,10.758,10.7579,10.7579,10.758, , 
2020-04-14,451744355.51,10.8444,10.4924,10.8445,10.8444,10.8444,10.8445, , 
2020-04-13,437082465.64,10.4924,10.4472,0.0,0.0,0.0,0.0, , 
2020-04-10,435198894.45,10.4472,10.4546,0.0,0.0,0.0,0.0, , 
2020-04-09,435713282.35,10.4546,10.3585,10.4547,10.4546,10.4546,10.4547, , 
2020-04-08,429844763.9,10.3585,10.2178,10.3586,10.3585,10.3585,10.3586, , 
2020-04-07,423996358.07,10.2178,9.6462,10.2179,10.2178,10.2178,10.2179, , 
2020-04-03,399959083.03,9.6462,9.7889,9.6463,9.6462,9.6462,9.6463, , 
2020-04-02,405773449.57,9.7889,9.6803,9.789,9.7889,9.7889,9.789, , 
2020-04-01,389464101.2,9.6803,10.0829,9.6804,9.6803,9.6803,9.6804, , 
2020-03-31,405467124.56,10.0829,10.0904,10.083,10.0829,10.0829,10.083, , 
2020-03-30,405564496.55,10.0904,9.9008,10.0905,10.0904,10.0904,10.0905, , 
2020-03-27,397726454.33,9.9008,10.1512,9.9009,9.9008,9.9008,9.9009, , 
2020-03-26,407573341.36,10.1512,9.7699,10.1513,10.1512,10.1512,10.1513, , 
2020-03-25,392050172.56,9.7699,9.6684,9.77,9.7699,9.7699,9.77, , 
2020-03-24,387817665.4,9.6684,9.0291,9.6685,9.6684,9.6684,9.6685, , 
2020-03-23,361683057.18,9.0291,9.165,9.0292,9.0291,9.0291,9.0292, , 
2020-03-20,349056262.41,9.165,9.1347,9.1651,9.165,9.165,9.1651, , 
2020-03-19,362991702.39,9.1347,9.0062,9.1348,9.1347,9.1347,9.1348, , 
2020-03-18,357880132.39,9.0062,9.3895,9.0063,9.0062,9.0062,9.0063, , 
2020-03-17,371029080.44,9.3895,9.01,9.507,9.3895,9.3895,9.507, , 
2020-03-16,356424157.36,9.01,9.9629,9.1227,9.01,9.01,9.1227, , 
2020-03-13,393686315.47,9.9629,9.4943,10.0875,9.9629,9.9629,10.0875, , 
2020-03-12,373337739.95,9.4943,10.2186,9.6131,9.4943,9.4943,9.6131, , 
2020-03-11,401772237.59,10.2186,10.5824,10.3464,10.2186,10.2186,10.3464, , 
2020-03-10,408132282.52,10.5824,10.2092,10.7148,10.5824,10.5824,10.7148, , 
