nav_date,net_asset,last_val,previous_val,sell_price,buy_price,sell_swap_price,buy_swap_price,remark_th,remark_en
2018-08-14,475470902.17,10.1672,10.1672,0.0,10.1672,0.0,0.0,,
2018-08-10,475470902.17,10.1672,10.0908,0.0,10.1672,0.0,0.0,,
2018-08-09,471898649.02,10.0908,10.1112,0.0,0.0,0.0,0.0,,
2018-08-08,472850998.34,10.1112,10.1112,0.0,0.0,0.0,0.0,,
2018-08-07,472850998.34,10.1112,10.1112,0.0,0.0,0.0,0.0,,
2018-08-06,472850998.34,10.1112,10.1112,0.0,0.0,0.0,0.0,,
2018-08-03,472850998.34,10.1112,10.1112,0.0,0.0,0.0,0.0,,
2018-08-02,472850998.34,10.1112,10.1112,0.0,0.0,0.0,0.0,,
2018-08-01,472850998.34,10.1112,10.1112,0.0,0.0,0.0,0.0,,
2018-07-31,472850998.34,10.1112,10.1115,0.0,0.0,0.0,0.0,,
2018-07-26,472863374.82,10.1115,10.1115,0.0,0.0,0.0,0.0,,
2018-07-25,472863374.82,10.1115,10.1115,0.0,0.0,0.0,0.0,,
2018-07-24,472863374.82,10.1115,10.1115,0.0,0.0,0.0,0.0,,
2018-07-23,472863374.82,10.1115,10.1115,0.0,0.0,0.0,0.0,,
2018-07-20,472863374.82,10.1115,10.1115,0.0,0.0,0.0,0.0,,
2018-07-19,472863374.82,10.1115,10.1115,0.0,0.0,0.0,0.0,,
2018-07-18,472863374.82,10.1115,10.1115,0.0,0.0,0.0,0.0,,
2018-07-17,472863374.82,10.1115,10.1115,0.0,0.0,0.0,0.0,,
2018-07-13,472863374.82,10.1115,10.1115,0.0,0.0,0.0,0.0,,
2018-07-12,472863374.82,10.1115,10.1115,0.0,0.0,0.0,0.0,,
2018-07-11,472863374.82,10.1115,10.1115,0.0,0.0,0.0,0.0,,
2018-07-10,472863374.82,10.1115,10.1115,0.0,0.0,0.0,0.0,,
2018-07-09,472863374.82,10.1115,10.1115,0.0,0.0,0.0,0.0,,
2018-07-06,472863374.82,10.1115,10.1115,0.0,0.0,0.0,0.0,,
2018-07-05,472863374.82,10.1115,10.1115,0.0,0.0,0.0,0.0,,
2018-07-04,472863374.82,10.1115,10.1115,0.0,0.0,0.0,0.0,,
2018-07-03,472863374.82,10.1115,10.1115,0.0,0.0,0.0,0.0,,
2018-07-02,472863374.82,10.1115,10.1115,0.0,0.0,0.0,0.0,,
2018-06-29,472863374.82,10.1115,10.0856,0.0,0.0,0.0,0.0,,
2018-06-28,471654893.21,10.0856,10.0856,0.0,0.0,0.0,0.0,,
2018-06-27,471654893.21,10.0856,10.0856,0.0,0.0,0.0,0.0,,
2018-06-26,471654893.21,10.0856,10.0856,0.0,0.0,0.0,0.0,,
2018-06-25,471654893.21,10.0856,10.0856,0.0,0.0,0.0,0.0,,
2018-06-22,471654893.21,10.0856,10.0856,0.0,0.0,0.0,0.0,,
2018-06-21,471654893.21,10.0856,10.0856,0.0,0.0,0.0,0.0,,
2018-06-20,471654893.21,10.0856,10.0856,0.0,0.0,0.0,0.0,,
2018-06-19,471654893.21,10.0856,10.0856,0.0,0.0,0.0,0.0,,
2018-06-18,471654893.21,10.0856,10.0856,0.0,0.0,0.0,0.0,,
2018-06-15,471654893.21,10.0856,10.0856,0.0,0.0,0.0,0.0,,
2018-06-14,471654893.21,10.0856,10.0856,0.0,0.0,0.0,0.0,,
2018-06-13,471654893.21,10.0856,10.0856,0.0,0.0,0.0,0.0,,
2018-06-12,471654893.21,10.0856,10.0856,0.0,0.0,0.0,0.0,,
2018-06-11,471654893.21,10.0856,10.0856,0.0,0.0,0.0,0.0,,
2018-06-08,471654893.21,10.0856,10.0856,0.0,0.0,0.0,0.0,,
