nav_date,net_asset,last_val,previous_val,sell_price,buy_price,sell_swap_price,buy_swap_price,remark_th,remark_en
2018-06-06,3899222598.97,10.1733,10.1733,0.0,10.1733,0.0,0.0,,
2018-06-05,3899222598.97,10.1733,10.1733,0.0,10.1733,0.0,0.0,,
2018-06-04,3899222598.97,10.1733,10.1733,0.0,10.1733,0.0,0.0,,
2018-06-01,3899222598.97,10.1733,10.1733,0.0,10.1733,0.0,0.0,,
2018-05-30,3899222598.97,10.1733,10.1456,0.0,10.1733,0.0,0.0,,
2018-05-28,3888627769.1,10.1456,10.1456,0.0,0.0,0.0,0.0,,
2018-05-25,3888627769.1,10.1456,10.1456,0.0,0.0,0.0,0.0,,
2018-05-24,3888627769.1,10.1456,10.1456,0.0,0.0,0.0,0.0,,
2018-05-23,3888627769.1,10.1456,10.1456,0.0,0.0,0.0,0.0,,
2018-05-22,3888627769.1,10.1456,10.1456,0.0,0.0,0.0,0.0,,
2018-05-21,3888627769.1,10.1456,10.1456,0.0,0.0,0.0,0.0,,
2018-05-18,3888627769.1,10.1456,10.1456,0.0,0.0,0.0,0.0,,
2018-05-17,3888627769.1,10.1456,10.1456,0.0,0.0,0.0,0.0,,
2018-05-16,3888627769.1,10.1456,10.1456,0.0,0.0,0.0,0.0,,
2018-05-15,3888627769.1,10.1456,10.1456,0.0,0.0,0.0,0.0,,
2018-05-14,3888627769.1,10.1456,10.1456,0.0,0.0,0.0,0.0,,
2018-05-11,3888627769.1,10.1456,10.1456,0.0,0.0,0.0,0.0,,
2018-05-10,3888627769.1,10.1456,10.1456,0.0,0.0,0.0,0.0,,
2018-05-09,3888627769.1,10.1456,10.1456,0.0,0.0,0.0,0.0,,
2018-05-08,3888627769.1,10.1456,10.1456,0.0,0.0,0.0,0.0,,
2018-05-07,3888627769.1,10.1456,10.1456,0.0,0.0,0.0,0.0,,
2018-05-04,3888627769.1,10.1456,10.1456,0.0,0.0,0.0,0.0,,
2018-05-03,3888627769.1,10.1456,10.1456,0.0,0.0,0.0,0.0,,
2018-05-02,3888627769.1,10.1456,10.1456,0.0,0.0,0.0,0.0,,
2018-04-30,3888627769.1,10.1456,10.1596,0.0,0.0,0.0,0.0,,
2018-04-27,3893981973.7,10.1596,10.1596,0.0,0.0,0.0,0.0,,
