nav_date,net_asset,last_val,previous_val,sell_price,buy_price,sell_swap_price,buy_swap_price,remark_th,remark_en
2020-05-05,37572000.0,9.2116,9.2609,0.0,0.0,0.0,0.0, , 
2020-04-30,37764427.64,9.2609,9.1358,9.3536,9.2609,9.3536,9.2609, , 
2020-04-29,37254220.34,9.1358,9.1345,0.0,0.0,0.0,0.0, , 
2020-04-28,37248041.67,9.1345,9.2362,9.2259,9.1345,9.2259,9.1345, , 
2020-04-27,37662442.93,9.2362,9.1017,9.3287,9.2362,9.3287,9.2362, , 
2020-04-24,37114080.43,9.1017,9.1852,9.1928,9.1017,9.1928,9.1017, , 
2020-04-23,37451650.29,9.1852,8.9676,9.2772,9.1852,9.2772,9.1852, , 
2020-04-22,36069409.4,8.9676,8.9737,9.0574,8.9676,9.0574,8.9676, , 
2020-04-21,36084815.3,8.9737,9.2962,9.0635,8.9737,9.0635,8.9737, , 
2020-04-20,37395302.41,9.2962,9.1924,9.3893,9.2962,9.3893,9.2962, , 
2020-04-17,36976522.53,9.1924,9.0449,9.2844,9.1924,9.2844,9.1924, , 
2020-04-16,36373128.28,9.0449,8.9649,9.1355,9.0449,9.1355,9.0449, , 
2020-04-15,39668777.86,8.9649,9.0805,9.0547,8.9649,9.0547,8.9649, , 
2020-04-14,40180242.47,9.0805,9.0188,9.1714,9.0805,9.1714,9.0805, , 
2020-04-13,39902137.59,9.0188,8.9787,9.1091,9.0188,9.1091,9.0188, , 
2020-04-10,39991581.13,8.9787,8.9992,9.0686,8.9787,9.0686,8.9787, , 
2020-04-09,40075937.69,8.9992,9.1463,9.0893,8.9992,9.0893,8.9992, , 
2020-04-08,40730074.19,9.1463,8.8478,9.2379,9.1463,9.2379,9.1463, , 
2020-04-07,39402066.13,8.8478,8.4416,8.9364,8.8478,8.9364,8.8478, , 
2020-04-03,37587327.21,8.4416,8.5144,8.5261,8.4416,8.5261,8.4416, , 
2020-04-02,37906730.92,8.5144,8.7193,8.5996,8.5144,8.5996,8.5144, , 
2020-04-01,38817030.12,8.7193,9.1635,8.8066,8.7193,8.8066,8.7193, , 
2020-03-31,40794411.71,9.1635,9.0141,9.2552,9.1635,9.2552,9.1635, , 
2020-03-30,40127167.56,9.0141,9.049,9.1043,9.0141,9.1043,9.0141, , 
2020-03-27,40179123.19,9.049,9.0153,9.1396,9.049,9.1396,9.049, , 
2020-03-26,41693476.05,9.0153,9.7478,9.1056,9.0153,9.1056,9.0153, , 
2020-03-25,45066242.54,9.7478,8.9498,9.8454,9.7478,9.8454,9.7478, , 
2020-03-24,41353236.21,8.9498,7.6967,9.0394,8.9498,9.0394,8.9498, , 
2020-03-23,35568758.24,7.6967,6.7511,7.7738,7.6967,7.7738,7.6967, , 
2020-03-20,31198783.07,6.7511,6.7554,0.0,0.0,0.0,0.0, , 
2020-03-19,31213444.39,6.7554,8.6744,6.8231,6.7554,6.8231,6.7554, , 
2020-03-18,40138354.08,8.6744,9.0574,8.7612,8.6744,8.7612,8.6744, , 
2020-03-17,41952172.93,9.0574,9.2289,9.1481,9.0574,9.1481,9.0574, , 
2020-03-16,42794722.47,9.2289,9.7916,9.3213,9.2289,9.3213,9.2289, , 
2020-03-13,46045814.0,9.7916,10.5084,9.8896,9.7916,9.8896,9.7916, , 
