date,r_ytd,sd_ytd,r_3m,sd_3m,r_6m,sd_6m,r_1y,sd_1y,r_2y,sd_2y,r_3y,sd_3y,r_4y,sd_4y,r_5y,sd_5y
2020-05-06,-23.181800773620242,40.900396520040076,-21.097507006933125,45.821615380611355,-20.226696495152762,36.18666607420412,-17.353056305238933,28.069604258570884,-15.90213747222975,24.4346466750014,,,,,,
2020-05-05,-23.18180077362024,40.900396520040076,-19.48135361888315,45.69523409122609,-19.539492157727857,36.03748231885654,-17.353056305239,28.06960425857088,-15.902137472229773,24.434646675001396,,,,,,
2020-05-04,-23.18180077362024,40.900396520040076,-17.735237724164048,45.591469690902564,-19.539492157727867,36.03748231885655,-17.35305630523893,28.06960425857089,-15.90213747222975,24.434646675001396,,,,,,
2020-05-01,-23.18180077362024,40.900396520040076,-17.73523772416403,45.591469690902564,-19.539492157727857,36.03748231885654,-17.33687756931339,27.928567440015332,-15.57854530990357,24.35829517956598,,,,,,
2020-04-30,-24.14116655815549,41.07679841680497,-20.235578375113185,45.57122765891928,-18.301900411429294,36.29108812224053,-18.369239328655627,27.95800825573243,-16.107362161246208,24.365354813665608,,,,,,
2020-04-29,-25.303511929837928,41.43531087541755,-21.457767039162306,46.14678771198118,-19.553717815197093,36.51061519048099,-19.605943818140517,27.93388260791081,-16.752564812810043,24.34469526823391,,,,,,
2020-04-28,-25.303511929837928,41.43531087541757,-21.457767039162306,46.14678771198118,-19.553717815197114,36.51061519048099,-19.62913361491698,27.863351689537648,-16.752564812810043,24.344695268233924,,,,,,
2020-04-27,-25.303511929837928,41.43531087541755,-21.577772863432575,45.72083346658884,-19.553717815197093,36.51061519048099,-19.629133614917,27.863351689537648,-16.752564812810043,24.34469526823391,,,,,,
2020-04-24,-25.77745011680891,41.67064976978941,-23.653965471395196,45.838346982432796,-20.06413759679929,36.61006009034686,-19.85836865501892,27.720717063681988,-16.775726651300694,24.241289530555925,,,,,,
2020-04-23,-24.22254988319089,41.861328868431976,-22.777078515743078,45.71841065550122,,,-18.53487318840572,27.63578276319054,-15.552758404169984,24.20470217589549,,,,,,
2020-04-22,-25.04978744590393,42.07954420046697,-24.31133671742797,45.60169007193287,,,-18.739165187422703,27.62343609282712,-15.90388162990186,24.189773740915733,,,,,,
2020-04-21,-25.55819386465465,42.35143223953485,-24.31911538536409,45.60044854039481,,,-19.259366951898198,27.61012740971077,-16.189589677935246,24.210861267473298,,,,,,
2020-04-20,-25.55819386465465,42.35143223953485,-24.47423381417252,45.18011596504258,,,-19.25936695189821,27.61012740971077,-16.189589677935246,24.210861267473298,,,,,,
2020-04-17,-25.56681092259957,42.77905630871821,-23.873640093614306,45.4094155572479,,,-20.86382931074845,27.57728145767577,-15.810606500205235,24.16891909963493,,,,,,
2020-04-16,-27.23660526214995,42.76607769483402,-25.86526455439356,45.00351847011877,,,-20.955025794641266,27.564654630917225,-17.122199732865727,24.109850196607265,,,,,,
2020-04-15,-27.267243690398587,43.459257116792685,-26.415459873105,45.40296990126283,,,-20.988309202862233,27.704196081152357,-17.139650216738044,24.165238140743213,,,,,,
2020-04-14,-27.267243690398587,43.459257116792685,-26.41545987310501,45.40296990126284,,,-20.988309202862283,27.704196081152364,-17.139650216738044,24.16523814074323,,,,,,
2020-04-13,-27.267243690398587,43.459257116792685,-26.57619779433791,44.97813413089175,,,-20.988309202862233,27.704196081152357,-17.139650216738044,24.165238140743213,,,,,,
2020-04-10,-28.921718815824647,43.93224302341362,-28.258180482807887,45.10862845532614,,,-23.071263510222558,27.637814423841032,-19.36196949622889,24.203916703030014,,,,,,
2020-04-09,-33.102906820880015,41.87936593876503,-33.95530852994549,42.6038766028579,,,-27.83664869554429,26.68133367323761,-21.885573305569334,23.71933256208988,,,,,,
2020-04-08,-31.654283635249424,42.14468707686051,-30.552501775516273,43.23161306282936,,,-26.51760806234098,26.58899974103212,-20.935858737886203,23.671348430080275,,,,,,
2020-04-07,-31.654283635249424,42.14468707686051,-30.552501775516266,43.23161306282934,,,-26.51760806234099,26.588999741032115,-20.935858737886203,23.671348430080275,,,,,,
2020-04-06,-31.654283635249424,42.14468707686051,-30.552501775516273,43.23161306282936,,,-26.51760806234098,26.58899974103212,-20.935858737886203,23.671348430080275,,,,,,
2020-04-03,-26.769369231358343,40.58814586325674,-26.83311809441807,41.33254104844779,,,-20.811504772948386,25.440661441712628,-18.149800371041714,23.083386157468947,,,,,,
2020-04-02,-26.769369231358343,40.58814586325676,-26.798805581608928,40.95553191664618,,,-20.05915737324532,25.40373366527709,-17.520674865561304,23.089658523907953,,,,,,
2020-04-01,-28.734058442801803,40.31632644559346,-28.734058442801803,40.31632644559346,,,-22.326459907333888,25.19797621743415,-18.641481471651574,22.989022673241358,,,,,,
2020-03-31,-28.734058442801803,40.31632644559346,-28.734058442801803,40.31632644559346,-20.92111553784848,32.31725030233442,-21.20406931814561,25.1950341279361,-18.641481471651584,22.989022673241358,,,,,,
2020-03-30,-28.734058442801803,40.31632644559346,-28.734058442801803,40.31632644559346,-20.92111553784847,32.31725030233441,-21.204069318145613,25.19503412793609,-18.641481471651574,22.989022673241358,,,,,,
2020-03-27,-31.65619853701498,38.728489801206976,-31.19770983537025,38.469304025487574,,,-25.28131640375567,24.426934340748108,-19.923208102819334,22.568304368519026,,,,,,
