date,r_ytd,sd_ytd,r_3m,sd_3m,r_6m,sd_6m,r_1y,sd_1y,r_2y,sd_2y,r_3y,sd_3y,r_4y,sd_4y,r_5y,sd_5y
2020-05-06,-18.506978932510908,48.2660892159919,-15.965154390201896,53.882992635824344,-17.11612079965977,43.346519758237974,-18.375553717104196,31.316984679337125,-11.533888696881133,22.621776027860925,-10.629134500523275,20.897428190429682,,,,
2020-05-05,-18.506978932510904,48.2660892159919,-12.668765616071553,54.09566982401521,-17.116120799659768,43.346519758237974,-18.3755537171042,31.316984679337125,-11.533888696881132,22.62177602786092,-10.629134500523287,20.897428190429675,,,,
2020-05-04,-18.506978932510904,48.2660892159919,-12.668765616071553,54.09566982401521,-17.116120799659768,43.346519758237974,-18.3755537171042,31.316984679337125,-11.533888696881132,22.62177602786093,-10.674921695472829,20.88239170539144,,,,
2020-05-01,-20.48094516179628,48.33187604106166,-15.925848136807339,53.86373142599297,-19.123777116120856,43.36169079983539,-20.267536089066912,31.111298585426358,-12.575455679464364,22.50496255522172,-11.275578443088214,20.800293680296488,,,,
2020-04-30,-21.38846777144655,48.584184468302354,-16.885356444071085,54.248223502457115,-21.288066748322386,43.36321325657313,-21.17749426034452,31.15703369309479,-13.075759794387164,22.51209102203071,-11.614397396299713,20.80285845817185,,,,
2020-04-29,-21.885095927649168,48.882500188787745,-17.410432994705037,54.6894265647865,-21.78532918773488,43.56308601682749,-21.330722009876734,31.15211733776967,-13.368176587787573,22.506182110881525,-11.80091600009897,20.8138928094648,,,,
2020-04-28,-21.795180093052487,49.21516176131721,-16.922307991336726,54.71066953587246,-21.69529851449389,43.7867845872784,-21.184565455618376,31.15267216018044,-13.31833121898278,22.53140930754393,-11.767087827648425,20.82894978851136,,,,
2020-04-27,-21.795180093052487,49.21516176131721,-17.415786161438874,54.24124300176047,-21.69529851449389,43.7867845872784,-21.184565455618376,31.15267216018044,-13.31833121898278,22.53140930754393,-11.835314460903168,20.81415247511802,,,,
2020-04-24,-21.42819802394277,49.80233285705623,-19.2569273580953,54.8299018029674,-21.327847743475388,44.16021575810103,-21.372296682256177,31.102164172201448,-13.310466890451512,22.474610063521386,-11.61765493926078,20.775449998282046,,,,
2020-04-23,-21.20654503633233,50.15680056134421,-19.141220145490426,54.831066385844146,-21.800126594099922,44.173240303474294,-21.306100286114095,31.101695647225203,-13.222980567262425,22.473971605670567,-11.718882378455985,20.777878645537122,,,,
2020-04-22,-20.037639186575404,50.46883315634304,-18.323757448899023,54.77829079202983,-20.640026564007886,44.36078336042876,-20.028441767572325,31.065714661811853,-12.882349261992552,22.4542077642482,-11.284471545734597,20.775411489221245,,,,
2020-04-21,-21.575618171362898,50.655377099697574,-19.935742800418442,54.573994095562895,-21.631335346295767,44.243308089729396,-21.594472550905266,30.981858707251725,-13.724218150256595,22.428635001714465,-11.856936120557492,20.75535012097904,,,,
2020-04-20,-21.575618171362898,50.655377099697574,-21.34040835159769,54.181045109624655,-22.113078241005226,44.014466265986854,-21.594472550905266,30.981858707251725,-13.724218150256595,22.42863500171447,-11.79623114193894,20.740861831172527,,,,
2020-04-17,-20.75592033038845,50.66446480116954,-21.57343598021566,53.87364111238666,-21.660172198162307,43.63379695455106,-20.78325215828094,30.572502940858367,-12.735511647872588,22.15612118186405,-11.661526991054535,20.547264149023707,,,,
2020-04-16,-20.1442835485389,51.04437452691092,-20.00795961542494,53.965977900712716,-21.14516978288026,43.62493629188811,-19.47156443076141,30.58224284866209,-12.456102354355293,22.149721891642567,-11.590023254703453,20.544714246948327,,,,
2020-04-15,-22.90762716294636,51.435623817942435,-22.77602061121473,54.476485163753566,-23.310139681945337,43.58165895310529,-22.258186955696573,30.552914804620908,-13.984131300274305,22.09016417002739,-12.621803367719355,20.49891219188947,,,,
2020-04-14,-22.90762716294636,51.435623817942435,-22.901178414212108,53.99035347609446,-23.283010622912673,43.351626212865135,-22.258186955696573,30.552914804620908,-13.984131300274305,22.09016417002739,-12.621803367719341,20.49891219188947,,,,
2020-04-13,-22.90762716294636,51.435623817942435,-23.469334800253282,53.519130008302966,-23.283010622912673,43.351626212865135,-22.258186955696573,30.552914804620908,-13.984131300274305,22.09016417002739,-12.621803367719355,20.49891219188947,,,,
2020-04-10,-23.64263683412623,52.21409671657028,-24.2893574671892,53.93015112993928,-23.369428355578016,43.587735592278825,-22.697828019814573,30.544571137303468,-14.186091675771351,22.08502023572095,-12.745640024307935,20.49578554705472,,,,
