date,r_ytd,sd_ytd,r_3m,sd_3m,r_6m,sd_6m,r_1y,sd_1y,r_2y,sd_2y,r_3y,sd_3y,r_4y,sd_4y,r_5y,sd_5y
2020-05-06,-12.48293443197339,31.299876206101253,-8.639499539647122,31.746430149734362,-7.785826130128792,29.543027690580857,-14.249354831072447,23.188912192449397,-8.340235502947369,20.274034853690395,0.035458219837525284,19.420761889591585,3.8554078975696404,18.538187635081275,,
2020-05-05,-12.48293443197339,31.29987620610125,-4.178792528705255,33.10051668236845,-7.785826130128792,29.543027690580853,-14.249354831072447,23.188912192449397,-8.340235502947401,20.274034853690395,0.035458219837525284,19.420761889591578,3.85540789756964,18.538187635081275,,
2020-05-04,-12.48293443197339,31.29987620610125,-4.178792528705255,33.10051668236845,-7.785826130128792,29.54302769058085,-14.249354831072447,23.188912192449397,-8.340235502947369,20.274034853690395,-0.5389786879412495,19.43425763283229,3.8554078975696404,18.538187635081275,,
2020-05-01,-12.452729886793426,31.504375201176963,-7.450028737467363,33.818574685429446,-7.754000483749901,29.691823685294512,-14.124200047404655,23.135007042440485,-9.823292725737033,20.276124188250648,-0.9725557359694492,19.414637639941976,3.206832639506918,18.5598727654548,,
2020-04-30,-12.606168976307607,31.707888562422497,-7.61223577495379,34.10368776405105,-7.104421642030642,29.727115175798076,-14.274709646835804,23.19038946760604,-9.902351157990276,20.298211172783247,-1.0304428121657327,19.428404089184035,3.1615817107530253,18.569674182784528,,
2020-04-29,-13.646413512305383,31.821465797219066,-8.711922855865728,34.28870516759982,-8.21015320996058,29.809703657238394,-15.709652691786205,23.151954696291213,-9.458916754902614,20.3461771606932,-1.4246878154445586,19.429000691752414,2.853220044763538,18.569494218793192,,
2020-04-28,-15.33786804238309,31.781176220167012,-13.394799288115554,34.579288661477236,-10.008090718789752,29.776650172718806,-16.476155285647973,23.07239096104084,-10.350040717581221,20.31175434322014,-2.072552469009503,19.40580950245763,1.9781678217771992,18.556219902849122,,
2020-04-27,-15.33786804238309,31.781176220167012,-13.345534588084039,34.284913768785145,-10.008090718789752,29.776650172718806,-16.476155285647973,23.07239096104084,-10.350040717581221,20.31175434322014,-2.1485526060066147,19.39224028936012,2.04595834110104,18.5466962465608,,
2020-04-24,-15.387403496478205,32.21510651030105,-13.344799425870493,34.57631201960804,-10.06074460297688,30.083747152770968,-17.724389097744442,23.11045692313701,-11.218964675503898,20.340860093896502,-1.6347394137703253,19.39879294570705,1.7811240337765932,18.55541121480588,,
2020-04-23,-15.916587128031079,32.40463686394309,-13.654917432786215,34.5452540897914,-10.634718851522274,30.060981237708894,-18.634694975097688,23.100914884235483,-10.467310628742695,20.41278873380346,-1.6581359438864074,19.397998798643094,1.62160969687124,18.562644288114765,,
2020-04-22,-14.182846234701465,32.456898287232136,-13.477233415353162,34.502021185072806,-8.79206954556545,30.05606439936129,-17.20769759770615,23.002276261001953,-9.749893294083476,20.361096430699728,-0.9868156884234592,19.373857141385848,2.1414488159410716,18.542600469125357,,
2020-04-21,-14.058403508560035,32.69450464814501,-11.876858275520375,34.734244294172825,-8.905451611664006,30.05745277687179,-17.085708291079563,23.002361400048905,-9.684481541965905,20.38380280473396,-0.9389794106344552,19.387706171365465,1.8881255323374369,18.55196185215684,,
2020-04-20,-14.058403508560035,32.69450464814501,-14.709655759523333,34.98894820613271,-8.835403129685893,29.899924442753147,-17.085708291079563,23.002361400048905,-9.684481541965905,20.38380280473396,-1.0020741838856817,19.374004792711546,2.1780658727303503,18.551199244777614,,
